,especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
338,AL29,2022-01-26,6605.5,6807.0,6605.5,6782.0,97728,1643166000
339,AL29,2022-01-27,6782.0,6859.5,6700.0,6800.0,185689,1643252400
340,AL29,2022-01-28,7000.0,7200.0,6850.0,7079.0,362593,1643338800
341,AL29,2022-01-31,7078.0,7300.0,7078.0,7299.0,211907,1643598000
342,AL29,2022-02-01,7289.0,7289.0,7160.0,7200.0,660226,1643684400
343,AL29,2022-02-02,7150.0,7250.0,7093.0,7100.0,2647103,1643770800
344,AL29,2022-02-03,7000.0,7100.0,6885.5,6974.0,424958,1643857200
345,AL29,2022-02-04,6987.5,6987.5,6795.5,6840.0,103797,1643943600
346,AL29,2022-02-07,6840.0,6894.5,6745.0,6800.0,211436,1644202800
347,AL29,2022-02-08,6800.0,6860.0,6770.0,6785.0,295498,1644289200
348,AL29,2022-02-09,6700.0,6800.0,6647.0,6690.5,483278,1644375600
349,AL29,2022-02-10,6600.0,6700.0,6600.0,6618.0,174687,1644462000
350,AL29,2022-02-11,6670.0,6739.0,6542.0,6550.0,342749,1644548400
351,AL29,2022-02-14,6525.0,6525.0,6453.5,6514.0,418701,1644807600
352,AL29,2022-02-15,6517.0,6597.5,6517.0,6525.0,305433,1644894000
353,AL29,2022-02-16,6600.0,6652.5,6545.0,6569.5,537762,1644980400
354,AL29,2022-02-17,6575.0,6587.5,6474.0,6477.0,166604,1645066800
355,AL29,2022-02-18,6549.5,6549.5,6400.0,6500.0,209319,1645153200
356,AL29,2022-02-21,6530.0,6602.0,6470.5,6535.0,502526,1645412400
357,AL29,2022-02-22,6550.0,6555.0,6345.0,6380.0,483747,1645498800
358,AL29,2022-02-23,6400.0,6400.0,6319.0,6380.0,179289,1645585200
359,AL29,2022-02-24,6332.0,6332.0,6190.0,6245.0,161982,1645671600
360,AL29,2022-02-25,6244.0,6300.0,6060.0,6149.5,156683,1645758000
361,AL29,2022-03-02,6200.0,6200.0,6051.0,6090.0,255903,1646190000
362,AL29,2022-03-03,6090.0,6190.0,6007.0,6144.0,329999,1646276400
363,AL29,2022-03-04,6150.0,6150.0,5920.0,5955.0,143997,1646362800
364,AL29,2022-03-07,5990.0,5990.0,5800.0,5809.0,328399,1646622000
365,AL29,2022-03-08,5800.0,5840.0,5685.0,5760.0,106361,1646708400
366,AL29,2022-03-09,5760.0,5950.0,5760.0,5864.0,251365,1646794800
367,AL29,2022-03-10,5920.0,6023.0,5881.5,5910.0,1110788,1646881200
368,AL29,2022-03-11,5990.0,6030.0,5810.0,5879.0,260750,1646967600
369,AL29,2022-03-14,5880.0,5915.0,5800.5,5840.0,99761,1647226800
370,AL29,2022-03-15,5810.0,5870.0,5810.0,5845.0,188147,1647313200
371,AL29,2022-03-16,5815.5,6000.0,5810.0,5995.0,532816,1647399600
372,AL29,2022-03-17,5999.0,6130.0,5965.0,6105.0,604898,1647486000
373,AL29,2022-03-18,6123.5,6123.5,6000.0,6010.0,152879,1647572400
374,AL29,2022-03-21,6050.0,6100.0,5965.0,6040.0,99197,1647831600
375,AL29,2022-03-22,6100.0,6100.0,6000.0,6030.0,225976,1647918000
376,AL29,2022-03-23,5965.0,6055.0,5965.0,5986.0,186008,1648004400
377,AL29,2022-03-25,6001.0,6150.0,5990.0,6086.0,289051,1648177200
378,AL29,2022-03-28,6090.0,6170.0,6039.0,6125.0,677062,1648436400
379,AL29,2022-03-29,6200.0,6200.0,6050.0,6050.0,496065,1648522800
380,AL29,2022-03-30,6049.5,6149.0,6049.5,6100.0,434829,1648609200
381,AL29,2022-03-31,6052.0,6165.0,6000.0,6085.0,271999,1648695600
382,AL29,2022-04-01,6080.0,6150.0,6020.0,6143.0,286996,1648782000
383,AL29,2022-04-04,6200.0,6275.0,6105.0,6210.0,210904,1649041200
384,AL29,2022-04-05,6274.0,6324.0,6020.0,6110.0,995579,1649127600
385,AL29,2022-04-06,6025.0,6100.0,5950.0,6045.0,782193,1649214000
386,AL29,2022-04-07,6045.0,6070.0,5980.5,6039.0,476422,1649300400
387,AL29,2022-04-08,6039.0,6070.0,5900.0,5970.0,489654,1649386800
388,AL29,2022-04-11,6000.0,6000.0,5880.0,5935.0,606148,1649646000
389,AL29,2022-04-12,5890.5,5960.0,5890.5,5910.0,77263,1649732400
390,AL29,2022-04-13,5900.0,5997.5,5890.0,5940.0,189107,1649818800
391,AL29,2022-04-18,5935.0,5969.5,5910.5,5933.0,518085,1650250800
392,AL29,2022-04-19,6000.0,6000.0,5915.0,5965.0,477780,1650337200
393,AL29,2022-04-20,5915.0,6090.0,5915.0,6090.0,342184,1650423600
394,AL29,2022-04-21,6169.0,6222.0,6041.0,6222.0,165968,1650510000
395,AL29,2022-04-22,6226.0,6297.5,6140.0,6235.0,147928,1650596400
396,AL29,2022-04-25,6235.0,6334.0,6120.0,6334.0,538120,1650855600
397,AL29,2022-04-26,6379.5,6380.0,6200.0,6290.0,666822,1650942000
398,AL29,2022-04-27,6285.0,6350.0,6200.0,6200.0,222833,1651028400
399,AL29,2022-04-28,6200.0,6210.0,5928.0,6004.0,507072,1651114800
400,AL29,2022-04-29,5945.0,6025.0,5900.0,5980.0,158617,1651201200
401,AL29,2022-05-02,5970.0,6038.5,5915.5,6001.0,412773,1651460400
402,AL29,2022-05-03,5970.0,6076.5,5970.0,6045.0,1070530,1651546800
403,AL29,2022-05-04,6089.5,6130.5,5985.0,6055.0,268922,1651633200
404,AL29,2022-05-05,6098.0,6098.0,5931.0,5974.5,337518,1651719600
405,AL29,2022-05-06,5998.5,5998.5,5890.0,5900.0,1160769,1651806000
406,AL29,2022-05-09,5900.0,5919.5,5792.5,5830.0,272434,1652065200
407,AL29,2022-05-10,5870.0,5898.0,5785.0,5879.0,977984,1652151600
408,AL29,2022-05-11,5860.5,5960.0,5860.0,5930.0,255205,1652238000
409,AL29,2022-05-12,5900.0,5900.0,5780.0,5840.0,145740,1652324400
410,AL29,2022-05-13,5830.0,5879.0,5785.0,5865.0,255379,1652410800
411,AL29,2022-05-16,5865.0,5865.0,5800.0,5839.0,98673,1652670000
412,AL29,2022-05-17,5839.0,5895.0,5730.0,5773.0,292518,1652756400
413,AL29,2022-05-19,5773.0,5850.0,5680.0,5730.0,100686,1652929200
414,AL29,2022-05-20,5701.5,5795.0,5610.0,5630.0,397579,1653015600
415,AL29,2022-05-23,5690.0,5746.0,5621.5,5746.0,882271,1653274800
416,AL29,2022-05-24,5700.5,5768.0,5695.0,5755.0,449760,1653361200
417,AL29,2022-05-26,5760.0,5839.0,5755.0,5790.0,473046,1653534000
418,AL29,2022-05-27,5830.0,5840.0,5735.5,5745.0,205162,1653620400
419,AL29,2022-05-30,5746.0,5805.0,5700.0,5805.0,148716,1653879600
420,AL29,2022-05-31,5800.0,5800.0,5630.5,5691.0,102589,1653966000
421,AL29,2022-06-01,5769.5,5769.5,5640.0,5680.0,333557,1654052400
422,AL29,2022-06-02,5729.5,5729.5,5640.0,5684.0,180771,1654138800
423,AL29,2022-06-03,5684.0,5752.0,5635.0,5650.0,346304,1654225200
424,AL29,2022-06-06,5620.0,5700.0,5620.0,5644.0,331400,1654484400
425,AL29,2022-06-07,5602.0,5630.0,5570.0,5598.0,362835,1654570800
426,AL29,2022-06-08,5578.0,5580.0,5450.0,5450.0,189775,1654657200
427,AL29,2022-06-09,5450.0,5496.0,5300.0,5448.0,221644,1654743600
428,AL29,2022-06-10,5450.0,5500.0,5350.5,5480.0,209431,1654830000
429,AL29,2022-06-13,5480.0,5584.0,5321.0,5584.0,182709,1655089200
430,AL29,2022-06-14,5584.0,5584.0,5455.0,5550.0,231866,1655175600
431,AL29,2022-06-15,5550.0,5694.0,5521.0,5676.0,835065,1655262000
432,AL29,2022-06-16,5698.0,5698.0,5491.0,5531.0,336900,1655348400
433,AL29,2022-06-21,5535.0,5550.0,5456.0,5501.0,363458,1655780400
434,AL29,2022-06-22,5510.0,5510.0,5365.5,5367.0,259862,1655866800
435,AL29,2022-06-23,5322.0,5400.0,5160.0,5288.0,496128,1655953200
436,AL29,2022-06-24,5300.0,5300.0,5001.0,5100.0,323267,1656039600
437,AL29,2022-06-27,5110.0,5250.0,5011.0,5190.0,342105,1656298800
438,AL29,2022-06-28,5190.0,5392.5,5070.0,5390.0,220278,1656385200
439,AL29,2022-06-29,5319.5,5650.0,5260.0,5595.0,1028174,1656471600
440,AL29,2022-06-30,5500.0,5740.0,5500.0,5630.0,560904,1656558000
441,AL29,2022-07-01,5680.0,5720.0,5625.0,5700.0,924300,1656644400
442,AL29,2022-07-04,5570.0,5795.0,5570.0,5770.0,179981,1656903600
443,AL29,2022-07-05,5770.0,5770.0,5400.0,5535.0,316692,1656990000
444,AL29,2022-07-06,5440.0,5522.0,5349.5,5424.0,1036533,1657076400
445,AL29,2022-07-07,5400.0,5677.0,5400.0,5675.0,239985,1657162800
446,AL29,2022-07-08,5676.0,5676.0,5500.0,5645.0,198732,1657249200
447,AL29,2022-07-11,5750.0,5750.0,5501.0,5650.0,177019,1657508400
448,AL29,2022-07-12,5659.0,5659.0,5350.0,5409.0,307075,1657594800
449,AL29,2022-07-13,5415.0,5498.0,5276.0,5430.0,227318,1657681200
450,AL29,2022-07-14,5430.0,5500.0,5340.0,5430.0,279551,1657767600
451,AL29,2022-07-15,5430.0,5564.5,5430.0,5495.0,164119,1657854000
452,AL29,2022-07-18,5595.0,5595.0,5495.0,5530.0,407317,1658113200
453,AL29,2022-07-19,5550.0,5649.0,5412.0,5640.0,813290,1658199600
454,AL29,2022-07-20,5611.0,5735.5,5611.0,5700.0,755050,1658286000
455,AL29,2022-07-21,5700.0,5995.0,5650.0,5866.0,399028,1658372400
456,AL29,2022-07-22,5860.0,5860.0,5650.0,5700.0,462228,1658458800
457,AL29,2022-07-25,5700.0,5860.0,5550.0,5860.0,306237,1658718000
458,AL29,2022-07-26,5861.0,6099.0,5751.0,6093.0,128443,1658804400
459,AL29,2022-07-27,6098.0,6500.0,6019.5,6495.0,258890,1658890800
460,AL29,2022-07-28,6500.0,6999.5,6300.0,6810.0,453113,1658977200
461,AL29,2022-07-29,6989.0,7150.0,6505.0,6700.0,371603,1659063600
462,AL29,2022-08-01,6700.0,6800.0,6421.0,6553.0,350961,1659322800
463,AL29,2022-08-02,6590.0,6703.0,6335.0,6595.0,161148,1659409200
464,AL29,2022-08-03,6540.0,6600.0,6372.0,6488.0,443834,1659495600
465,AL29,2022-08-04,6510.0,6629.5,6400.5,6534.0,175334,1659582000
466,AL29,2022-08-05,6534.0,6550.0,6401.0,6460.0,126457,1659668400
467,AL29,2022-08-08,6460.0,6560.0,6460.0,6548.0,258958,1659927600
468,AL29,2022-08-09,6548.0,6600.0,6351.0,6385.0,211878,1660014000
469,AL29,2022-08-10,6499.5,6566.0,6251.0,6300.0,193344,1660100400
470,AL29,2022-08-11,6310.0,6460.0,6194.5,6350.0,842065,1660186800
471,AL29,2022-08-12,6300.0,6392.5,6150.0,6290.0,309054,1660273200
472,AL29,2022-08-16,6300.0,6329.0,6180.0,6295.0,390845,1660618800
473,AL29,2022-08-17,6285.0,6285.0,6180.5,6250.0,85080,1660705200
474,AL29,2022-08-18,6175.0,6358.0,6175.0,6319.0,1041303,1660791600
475,AL29,2022-08-19,6300.0,6449.0,6230.0,6444.0,153407,1660878000
476,AL29,2022-08-22,6500.0,6500.0,6320.0,6438.0,233223,1661137200
477,AL29,2022-08-23,6450.0,6671.5,6380.5,6620.0,204007,1661223600
478,AL29,2022-08-24,6625.0,6900.0,6600.0,6817.0,249048,1661310000
479,AL29,2022-08-25,6818.0,6971.0,6681.0,6760.0,128208,1661396400
480,AL29,2022-08-26,6760.0,6795.0,6450.0,6510.0,247438,1661482800
481,AL29,2022-08-29,6510.0,6510.0,6380.0,6438.0,382227,1661742000
482,AL29,2022-08-30,6442.0,6600.0,6367.0,6518.5,156927,1661828400
483,AL29,2022-08-31,6367.0,6630.0,6367.0,6550.0,210501,1661914800
484,AL29,2022-09-01,6470.0,6600.0,6425.5,6494.5,258488,1662001200
485,AL29,2022-09-05,6473.0,6599.0,6229.0,6540.0,379056,1662346800
486,AL29,2022-09-06,6510.0,6534.5,6375.0,6450.0,180573,1662433200
487,AL29,2022-09-07,6451.0,6538.0,6380.0,6490.0,149997,1662519600
488,AL29,2022-09-08,6510.0,6579.0,6462.5,6515.0,109554,1662606000
489,AL29,2022-09-09,6515.0,6550.0,6431.0,6481.0,153318,1662692400
490,AL29,2022-09-12,6481.0,6580.0,6432.0,6510.0,200083,1662951600
491,AL29,2022-09-13,6500.0,6555.0,6280.0,6429.5,2031798,1663038000
492,AL29,2022-09-14,6490.0,6490.0,6211.0,6475.0,108873,1663124400
493,AL29,2022-09-15,6462.0,6750.0,6400.5,6619.0,659861,1663210800
494,AL29,2022-09-16,6690.0,6690.0,6521.0,6600.0,109303,1663297200
495,AL29,2022-09-19,6570.0,6789.5,6400.5,6745.0,146364,1663556400
496,AL29,2022-09-20,6779.5,6779.5,6550.0,6597.0,479980,1663642800
497,AL29,2022-09-21,6635.0,6678.0,6500.0,6643.0,140124,1663729200
498,AL29,2022-09-22,6711.5,6711.5,6615.0,6640.0,118273,1663815600
499,AL29,2022-09-23,6645.0,6645.0,6350.0,6430.0,417442,1663902000
500,AL29,2022-09-26,6350.0,6370.0,6000.0,6125.0,244031,1664161200
501,AL29,2022-09-27,6100.0,6188.0,5701.5,5734.0,1732408,1664247600
502,AL29,2022-09-28,5760.0,5999.0,5600.0,5965.5,274506,1664334000
503,AL29,2022-09-29,5965.0,6008.0,5770.0,5770.0,920464,1664420400
504,AL29,2022-09-30,5890.0,5890.0,5650.0,5750.0,185892,1664506800
505,AL29,2022-10-03,5711.0,6047.0,5710.0,6039.0,394609,1664766000
506,AL29,2022-10-04,6069.0,6188.0,6069.0,6117.0,475239,1664852400
507,AL29,2022-10-05,6117.0,6117.0,5684.0,5930.0,209021,1664938800
508,AL29,2022-10-06,5900.0,5949.0,5770.0,5825.0,180946,1665025200
509,AL29,2022-10-11,5825.0,5825.0,5599.0,5665.0,111183,1665457200
510,AL29,2022-10-12,5660.0,5780.0,5592.0,5768.0,134757,1665543600
511,AL29,2022-10-13,5760.0,5885.0,5745.0,5835.0,126586,1665630000
512,AL29,2022-10-14,5835.0,5897.0,5670.0,5747.0,151462,1665716400
513,AL29,2022-10-17,5775.0,5785.0,5660.5,5699.0,403693,1665975600
514,AL29,2022-10-18,5755.0,5800.0,5400.0,5670.0,270156,1666062000
515,AL29,2022-10-19,5670.0,5900.0,5571.0,5613.0,106862,1666148400
516,AL29,2022-10-20,5650.0,5697.0,5611.0,5660.5,219120,1666234800
517,AL29,2022-10-21,5555.0,5831.0,5555.0,5796.0,158508,1666321200
518,AL29,2022-10-24,5800.0,6170.0,5790.0,6150.0,152283,1666580400
519,AL29,2022-10-25,6150.0,6320.0,6150.0,6224.5,342834,1666666800
520,AL29,2022-10-26,6233.0,6239.0,6102.0,6149.0,107099,1666753200
521,AL29,2022-10-27,6250.0,6250.0,6015.0,6080.0,224713,1666839600
522,AL29,2022-10-28,6050.0,6149.0,6000.0,6087.5,356709,1666926000
523,AL29,2022-10-31,6088.0,6088.0,6005.0,6020.0,201607,1667185200
524,AL29,2022-11-01,6025.0,6189.0,6000.0,6118.0,298079,1667271600
525,AL29,2022-11-02,6118.0,6148.0,5905.0,6020.0,267063,1667358000
526,AL29,2022-11-03,6085.0,6099.0,5950.5,6066.0,212783,1667444400
527,AL29,2022-11-04,6066.0,6148.5,5951.0,6028.0,167783,1667530800
528,AL29,2022-11-07,6100.0,6189.0,6030.0,6180.0,648512,1667790000
529,AL29,2022-11-08,6180.0,6300.0,6180.0,6298.0,163632,1667876400
530,AL29,2022-11-09,6250.0,6295.0,6170.5,6215.5,297833,1667962800
531,AL29,2022-11-10,6215.0,6500.0,6215.0,6420.0,293911,1668049200
532,AL29,2022-11-11,6450.0,6500.0,6300.0,6465.0,487104,1668135600
533,AL29,2022-11-14,6560.0,6638.0,6488.0,6638.0,175289,1668394800
534,AL29,2022-11-15,6645.0,7025.0,6600.0,7020.0,196675,1668481200
535,AL29,2022-11-16,7050.0,7363.0,7010.0,7319.0,1127820,1668567600
536,AL29,2022-11-17,7320.0,7400.0,7170.0,7170.0,274578,1668654000
537,AL29,2022-11-18,7170.0,7340.0,6910.0,6960.0,293701,1668740400
538,AL29,2022-11-22,6960.0,7167.0,6709.0,7170.0,205764,1669086000
539,AL29,2022-11-23,7170.0,7300.0,7170.0,7261.0,210633,1669172400
540,AL29,2022-11-24,7288.0,7500.0,7000.5,7489.5,255248,1669258800
541,AL29,2022-11-25,7500.0,7693.0,7250.0,7399.0,342586,1669345200
542,AL29,2022-11-28,7450.0,7589.0,7202.0,7312.0,386901,1669604400
543,AL29,2022-11-29,7312.0,7500.0,7260.0,7450.0,1821985,1669690800
544,AL29,2022-11-30,7449.5,7785.0,7449.5,7748.0,630358,1669777200
545,AL29,2022-12-01,7750.0,7990.0,7708.0,7948.0,56076,1669863600
546,AL29,2022-12-02,7950.0,8179.0,7775.0,7895.0,418921,1669950000
547,AL29,2022-12-05,7900.0,7990.0,7616.0,7726.0,512741,1670209200
548,AL29,2022-12-06,7792.0,7899.5,7675.0,7700.0,741023,1670295600
549,AL29,2022-12-07,7770.0,7885.0,7700.0,7879.0,668722,1670382000
550,AL29,2022-12-12,7880.0,8029.0,7700.0,7963.0,349929,1670814000
551,AL29,2022-12-13,7980.0,8130.0,7980.0,8065.0,205562,1670900400
552,AL29,2022-12-14,8090.0,8090.0,7961.0,8017.0,937031,1670986800
553,AL29,2022-12-15,8110.0,8199.5,8000.0,8100.5,375598,1671073200
554,AL29,2022-12-16,8199.0,8318.5,8100.5,8315.0,142895,1671159600
555,AL29,2022-12-19,8350.0,8680.0,8315.0,8655.0,377572,1671418800
556,AL29,2022-12-20,8700.0,8758.0,8650.0,8728.0,58836,1671505200
557,AL29,2022-12-21,8770.0,9095.5,8750.0,9030.0,270126,1671591600
558,AL29,2022-12-22,9100.0,9200.0,8603.0,8718.5,518635,1671678000
559,AL29,2022-12-23,8900.0,8900.0,8510.0,8666.0,449716,1671764400
560,AL29,2022-12-26,8700.0,9200.0,8546.0,8690.0,246675,1672023600
561,AL29,2022-12-27,8859.0,8900.0,8720.0,8880.0,323070,1672110000
562,AL29,2022-12-28,9000.0,9099.5,8800.5,8850.0,242496,1672196400
563,AL29,2022-12-29,8999.0,8999.0,8600.0,8632.0,161656,1672282800
564,AL29,2022-12-30,8650.0,8889.5,8208.0,8650.0,254979,1672369200
565,AL29,2023-01-02,9000.0,9000.0,8660.5,8759.0,170032,1672628400
566,AL29,2023-01-03,8800.0,8990.0,8670.0,8810.0,158137,1672714800
567,AL29,2023-01-04,8821.0,9245.0,8821.0,9175.0,219583,1672801200
568,AL29,2023-01-05,9280.0,9280.0,8900.5,8969.5,153922,1672887600
569,AL29,2023-01-06,9050.0,9050.0,8830.0,8925.0,63613,1672974000
570,AL29,2023-01-09,8949.0,9100.0,8888.0,9050.0,236934,1673233200
571,AL29,2023-01-10,9070.0,9340.0,9000.5,9200.0,446146,1673319600
572,AL29,2023-01-11,9450.0,9600.0,9200.0,9500.0,738310,1673406000
573,AL29,2023-01-12,9450.0,9974.5,9450.0,9940.0,547062,1673492400
574,AL29,2023-01-13,9940.0,10297.5,9770.0,10011.0,419197,1673578800
575,AL29,2023-01-16,10100.0,10700.0,10100.0,10697.0,500978,1673838000
576,AL29,2023-01-17,10590.0,11240.0,10460.0,10900.0,533506,1673924400
577,AL29,2023-01-18,11749.0,12026.0,11000.0,11110.0,621263,1674010800
578,AL29,2023-01-19,11200.0,11200.0,10600.5,10640.0,254484,1674097200
579,AL29,2023-01-20,10680.0,11200.0,10400.0,11200.0,674250,1674183600
580,AL29,2023-01-23,11225.0,11600.0,11200.0,11280.0,502980,1674442800
581,AL29,2023-01-24,11300.0,11400.0,11186.5,11320.0,66988,1674529200
582,AL29,2023-01-25,11425.0,11499.0,11230.0,11400.0,943789,1674615600
583,AL29,2023-01-26,11621.0,11738.5,11300.0,11496.0,272235,1674702000
584,AL29,2023-01-27,11590.0,11699.5,11351.0,11650.0,364036,1674788400
585,AL29,2023-01-30,11799.5,12050.0,11600.0,11609.5,687601,1675047600
586,AL29,2023-01-31,11675.0,11675.0,11500.5,11520.0,319618,1675134000
587,AL29,2023-02-01,11689.0,11899.5,11502.0,11610.0,479975,1675220400
588,AL29,2023-02-02,11790.0,11800.0,11551.0,11770.0,623392,1675306800
589,AL29,2023-02-03,11800.0,11800.0,11300.0,11419.5,594365,1675393200
590,AL29,2023-02-06,11290.0,11345.0,10800.0,10939.5,266062,1675652400
591,AL29,2023-02-07,10939.5,11000.0,10500.0,10800.0,601106,1675738800
592,AL29,2023-02-08,11090.0,11090.0,10603.0,10689.0,1019700,1675825200
593,AL29,2023-02-09,10701.0,10879.5,10640.0,10690.0,1101480,1675911600
594,AL29,2023-02-10,10669.0,10689.0,10400.0,10530.0,315158,1675998000
595,AL29,2023-02-13,10600.0,10600.0,10364.0,10439.0,736689,1676257200
596,AL29,2023-02-14,10439.0,10500.0,10314.0,10350.0,182884,1676343600
597,AL29,2023-02-15,10351.0,10398.5,10100.0,10136.0,1169972,1676430000
598,AL29,2023-02-16,10140.0,10240.5,9825.0,9870.0,1300502,1676516400
599,AL29,2023-02-17,9860.0,9865.0,9425.5,9454.5,1566785,1676602800
600,AL29,2023-02-22,9439.0,9940.0,9000.5,9800.0,1235351,1677034800
601,AL29,2023-02-23,9822.0,10545.0,9822.0,10215.0,1479763,1677121200
602,AL29,2023-02-24,10190.0,10234.0,9910.0,10000.0,651202,1677207600
603,AL29,2023-02-27,10000.0,10265.5,9957.5,10199.5,621344,1677466800
604,AL29,2023-02-28,10266.0,10449.0,9980.0,10170.0,552391,1677553200
605,AL29,2023-03-01,10253.0,10362.0,9790.0,9800.0,669394,1677639600
606,AL29,2023-03-02,9900.0,10000.0,9580.0,9710.5,305236,1677726000
607,AL29,2023-03-03,9730.0,9930.0,9646.5,9750.0,385829,1677812400
608,AL29,2023-03-06,9980.0,9999.0,9750.5,9999.0,374036,1678071600
609,AL29,2023-03-07,10025.0,10139.5,9850.0,9900.0,485225,1678158000
610,AL29,2023-03-08,9920.0,10049.0,9805.0,9873.5,279609,1678244400
611,AL29,2023-03-09,9873.5,9994.5,9755.0,9825.0,664340,1678330800
612,AL29,2023-03-10,9830.0,9900.0,9603.0,9603.0,190136,1678417200
613,AL29,2023-03-13,9790.0,9794.0,9350.0,9500.0,569645,1678676400
614,AL29,2023-03-14,9535.0,9699.5,9428.5,9544.0,279794,1678762800
615,AL29,2023-03-15,9550.0,9640.0,9350.0,9420.0,1374539,1678849200
616,AL29,2023-03-16,9399.0,9750.0,9376.0,9740.0,581265,1678935600
617,AL29,2023-03-17,9800.0,9800.0,9580.0,9650.0,452310,1679022000
618,AL29,2023-03-20,9650.0,9985.0,9600.0,9630.0,313481,1679281200
619,AL29,2023-03-21,9600.0,9929.0,9600.0,9725.0,139282,1679367600
620,AL29,2023-03-22,9666.0,9666.0,9096.5,9215.0,483252,1679454000
621,AL29,2023-03-23,9300.0,9333.0,8900.0,9077.0,407215,1679540400
622,AL29,2023-03-27,9077.0,9101.0,8900.0,8900.0,388257,1679886000
623,AL29,2023-03-28,8900.0,9157.0,8750.0,9100.0,620442,1679972400
624,AL29,2023-03-29,9130.0,9674.0,9130.0,9674.0,321936,1680058800
625,AL29,2023-03-30,9700.0,10150.0,9700.0,10150.0,405754,1680145200
626,AL29,2023-03-31,10150.0,10425.0,10150.0,10200.5,398335,1680231600
627,AL29,2023-04-03,10200.0,10750.0,10172.0,10380.0,554047,1680490800
628,AL29,2023-04-04,10400.0,10600.0,10055.0,10185.0,253958,1680577200
629,AL29,2023-04-05,10150.0,10150.0,9543.0,9950.0,390169,1680663600
630,AL29,2023-04-10,9925.0,10051.0,9781.0,9947.0,439941,1681095600
631,AL29,2023-04-11,10000.0,10200.0,9856.5,9880.0,191848,1681182000
632,AL29,2023-04-12,9900.0,10130.0,9900.0,10050.0,251827,1681268400
633,AL29,2023-04-13,10250.0,10300.0,10005.0,10225.0,371290,1681354800
634,AL29,2023-04-14,10300.0,10350.0,9910.0,9925.0,245064,1681441200
635,AL29,2023-04-17,9950.0,10298.0,9950.0,10000.0,363889,1681700400
636,AL29,2023-04-18,10149.5,10330.0,10010.0,10086.0,424742,1681786800
637,AL29,2023-04-19,10139.0,10252.5,9310.0,9465.0,709795,1681873200
638,AL29,2023-04-20,9649.0,10000.0,9500.0,9649.5,695740,1681959600
639,AL29,2023-04-21,9747.0,9837.0,9525.0,9600.0,552959,1682046000
640,AL29,2023-04-24,9601.0,9750.0,9484.0,9501.0,1044426,1682305200
641,AL29,2023-04-25,9578.0,9699.0,9540.0,9574.5,892286,1682391600
642,AL29,2023-04-26,9600.0,9980.0,9512.0,9558.0,1341645,1682478000
643,AL29,2023-04-27,9550.0,9654.5,9350.5,9375.0,305821,1682564400
644,AL29,2023-04-28,9500.0,9528.0,9006.0,9480.0,426651,1682650800
645,AL29,2023-05-02,9500.0,9792.0,9310.0,9620.5,740825,1682996400
646,AL29,2023-05-03,9800.0,9800.0,9515.0,9615.0,757475,1683082800
647,AL29,2023-05-04,9680.0,9840.0,8550.0,9390.0,1142312,1683169200
648,AL29,2023-05-05,9450.0,9549.0,9300.0,9484.0,854202,1683255600
649,AL29,2023-05-08,9545.0,9569.0,9350.5,9490.0,371535,1683514800
650,AL29,2023-05-09,9480.0,9600.0,9425.0,9525.0,203220,1683601200
651,AL29,2023-05-10,9525.0,9822.5,9501.0,9619.0,200351,1683687600
652,AL29,2023-05-11,9700.0,9830.0,9591.0,9780.0,584360,1683774000
653,AL29,2023-05-12,9970.0,10190.0,9550.0,10100.0,259304,1683860400
654,AL29,2023-05-15,10103.0,10498.5,9900.0,10425.0,405211,1684119600
655,AL29,2023-05-16,10500.0,10700.0,10500.0,10680.0,262826,1684206000
656,AL29,2023-05-17,10750.0,11000.0,10610.5,10809.0,240359,1684292400
657,AL29,2023-05-18,10808.0,10999.0,10550.0,10780.0,377538,1684378800
658,AL29,2023-05-19,10820.0,11000.0,10510.0,10850.0,418568,1684465200
659,AL29,2023-05-22,10900.0,10900.0,10701.0,10754.5,593423,1684724400
660,AL29,2023-05-23,10870.0,10998.0,10750.5,10820.0,422164,1684810800
661,AL29,2023-05-24,10800.0,10883.0,10600.0,10685.0,468248,1684897200
662,AL29,2023-05-29,10690.0,10750.0,10507.0,10675.0,207245,1685329200
663,AL29,2023-05-30,10700.0,10950.0,10600.0,10780.0,1731686,1685415600
664,AL29,2023-05-31,10948.5,10980.0,10710.0,10800.0,458487,1685502000
665,AL29,2023-06-01,10980.0,11385.0,10751.0,10952.0,406979,1685588400
666,AL29,2023-06-02,11200.0,11388.0,11000.0,11100.0,329838,1685674800
667,AL29,2023-06-05,11105.5,11300.0,11050.0,11076.0,870354,1685934000
668,AL29,2023-06-06,11388.0,11565.0,11100.0,11560.0,485654,1686020400
669,AL29,2023-06-07,11790.0,12011.5,11600.0,12000.0,507237,1686106800
670,AL29,2023-06-08,12000.0,12433.5,11885.0,12210.0,456872,1686193200
671,AL29,2023-06-09,12210.0,12398.5,12000.0,12088.0,258191,1686279600
672,AL29,2023-06-12,12090.0,12599.0,12003.0,12520.0,769375,1686538800
673,AL29,2023-06-13,12850.0,13267.0,12450.0,12510.0,4678005,1686625200
674,AL29,2023-06-14,12650.0,12650.0,12005.0,12528.0,1309208,1686711600
675,AL29,2023-06-15,12486.0,12849.5,12277.0,12530.0,1081168,1686798000
676,AL29,2023-06-16,12750.0,12750.0,12250.0,12380.0,525454,1686884400
677,AL29,2023-06-21,12375.0,13200.0,12375.0,12935.0,642975,1687316400
