especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
AL30,2020-09-07,6340,6493,6100,6270,3693179,1599447600
AL30,2020-09-08,6270,6350,6200,6320,13314126,1599534000
AL30,2020-09-09,6350,6440,6348,6377,29660802,1599620400
AL30,2020-09-10,6375,6428.5,6370,6415,31655656,1599706800
AL30,2020-09-11,6410,6505,6395,6401,36047588,1599793200
AL30,2020-09-14,6450,6450,6350,6391,43373692,1600052400
AL30,2020-09-15,6400,6449,6203,6235,45305728,1600138800
AL30,2020-09-16,6300,6424,6050.5,6120,22676280,1600225200
AL30,2020-09-17,6120,6150,5870,5925,40474944,1600311600
AL30,2020-09-18,5925,6170,5920,6110,29795600,1600398000
AL30,2020-09-21,6110,6130,5917.5,6041,26353152,1600657200
AL30,2020-09-22,6060,6140,5996.5,6100,33424176,1600743600
AL30,2020-09-23,6110,6330,6056,6270,43523344,1600830000
AL30,2020-09-24,6270,6344,6010,6020,44108504,1600916400
AL30,2020-09-25,6080,6165,6050,6115,40880668,1601002800
AL30,2020-09-28,6125,6199,6110,6165,31525812,1601262000
AL30,2020-09-29,6200,6210,6160,6200,44005388,1601348400
AL30,2020-09-30,6207,6240,6173.5,6190,43959908,1601434800
AL30,2020-10-01,6200,6270,6114,6215,41286008,1601521200
AL30,2020-10-02,6200,6300,6120,6120,58244876,1601607600
AL30,2020-10-05,6180,6252,6180,6251,44046332,1601866800
AL30,2020-10-06,6270,6315,6200,6230,41495540,1601953200
AL30,2020-10-07,6225,6255,6205,6226,32744472,1602039600
AL30,2020-10-08,6227,6300,6190,6300,20591468,1602126000
AL30,2020-10-09,6320,6475,6300.5,6415,54079688,1602212400
AL30,2020-10-13,6500,6510,6422,6485,47782144,1602558000
AL30,2020-10-14,6500,6680,6491,6680,43634184,1602644400
AL30,2020-10-15,6719,7027.5,6690,6880.5,63821280,1602730800
AL30,2020-10-16,6950,7000,6710,6720,70157800,1602817200
AL30,2020-10-19,6790,6830,6560,6650,48890732,1603076400
AL30,2020-10-20,6700,6700,6505,6659,48375296,1603162800
AL30,2020-10-21,6720,6790,6550,6555,79399896,1603249200
AL30,2020-10-22,6625,6680,6520,6540,62595648,1603335600
AL30,2020-10-23,6540,6580,6230,6230,81893816,1603422000
AL30,2020-10-26,6280,6360,5975,6010,50372024,1603681200
AL30,2020-10-27,6013,6139.5,5995,6000,43561132,1603767600
AL30,2020-10-28,6039.5,6060,5620,5620,66610248,1603854000
AL30,2020-10-29,5750,5750,5575,5580,57971720,1603940400
AL30,2020-10-30,5647,5647,5440,5450,53158016,1604026800
AL30,2020-11-02,5580,5580,5380,5380,56642272,1604286000
AL30,2020-11-03,5448.5,5468,5370.5,5380,87152224,1604372400
AL30,2020-11-04,5424,5459.5,5364,5365,116408192,1604458800
AL30,2020-11-05,5409,5520,5380,5390,87753064,1604545200
AL30,2020-11-06,5438,5449.5,5375,5380,28537284,1604631600
AL30,2020-11-09,5448,5448,5410,5445,51388616,1604890800
AL30,2020-11-10,5461,5500,5430,5431,73240184,1604977200
AL30,2020-11-11,5485,5705,5445,5705,42125360,1605063600
AL30,2020-11-12,5630,5630,5508,5585,69275968,1605150000
AL30,2020-11-13,5585,5675,5585,5635,63864188,1605236400
AL30,2020-11-16,5690,5784,5662,5750,62966980,1605495600
AL30,2020-11-17,5775,5825,5766.5,5790,49704304,1605582000
AL30,2020-11-18,5800,5865,5800,5800,73453824,1605668400
AL30,2020-11-19,5839,5840,5775,5777.5,46700304,1605754800
AL30,2020-11-20,5820,5820,5745,5747,55503228,1605841200
AL30,2020-11-24,5758,5795,5700,5745,35683604,1606186800
AL30,2020-11-25,5771,5789,5706,5750,36982512,1606273200
AL30,2020-11-26,5798,5798,5713,5717,25866792,1606359600
AL30,2020-11-27,5740,5758,5615,5674,26203832,1606446000
AL30,2020-11-30,5699,5699,5551,5581,29089824,1606705200
AL30,2020-12-01,5590,5600,5554,5568,16949292,1606791600
AL30,2020-12-02,5568,5579.5,5507,5579.5,21461988,1606878000
AL30,2020-12-03,5590,5590,5424.5,5450,23974196,1606964400
AL30,2020-12-04,5499.5,5530,5440,5483,24395062,1607050800
AL30,2020-12-09,5600,5600,5445,5457,26203300,1607482800
AL30,2020-12-10,5460,5515,5420,5483,27826496,1607569200
AL30,2020-12-11,5470,5575,5438,5570,20092070,1607655600
AL30,2020-12-14,5645,5750,5570,5658,27523544,1607914800
AL30,2020-12-15,5710,5710,5658.5,5677,22431030,1608001200
AL30,2020-12-16,5700,5710,5580,5619.5,26015828,1608087600
AL30,2020-12-17,5640,5650,5587,5609,22026552,1608174000
AL30,2020-12-18,5619,5699.5,5610,5660,54821832,1608260400
AL30,2020-12-21,5690,5728,5655,5655,28850470,1608519600
AL30,2020-12-22,5700,5720,5675,5701,34778224,1608606000
AL30,2020-12-23,5705,5745,5700,5701,54836688,1608692400
AL30,2020-12-28,5736,5760,5714,5726,60551036,1609124400
AL30,2020-12-29,5759,5780,5730,5732,42717164,1609210800
AL30,2020-12-30,5799,5799,5730,5731,66060160,1609297200
AL30,2021-01-04,5788,5798,5759,5771,89344192,1609729200
AL30,2021-01-05,5799,5810,5772,5778,86608376,1609815600
AL30,2021-01-06,5813,5819,5790,5790,108158272,1609902000
AL30,2021-01-07,5815,5815,5762,5768,69031048,1609988400
AL30,2021-01-08,5790,5790,5726,5730,58725832,1610074800
AL30,2021-01-11,5759,5780,5690,5692,41436984,1610334000
AL30,2021-01-12,5729,5729,5657,5660,37959072,1610420400
AL30,2021-01-13,5688,5688,5640,5641,44952132,1610506800
AL30,2021-01-14,5659,5659,5630,5635,48747944,1610593200
AL30,2021-01-15,5681,5681,5624,5625,53358696,1610679600
AL30,2021-01-18,5649,5675,5630.5,5640,56090768,1610938800
AL30,2021-01-19,5689.5,5689.5,5642,5643,50096776,1611025200
AL30,2021-01-20,5660,5669,5638,5645,33033710,1611111600
